ident,lat,lon,label,type
09VA,36.9765,-80.4939,Floyd,small_airport
09VG,38.0908,-78.9850,Fishersville,heliport
K09W,38.8686,-77.0084,Washington,heliport
09WA,47.7104,-117.4070,Spokane,heliport
09WI,44.0036,-91.3076,Holmen,small_airport
09XS,29.4330,-98.4922,San Antonio,heliport
09Y,44.8166,-93.0155,Inver Grove Hgts,seaplane_base
0AA0,59.4742,-151.4834,Homer,heliport
0AA2,59.6774,-151.6130,Homer,heliport
0AA6,59.4031,-136.0136,Haines,heliport
0AA7,60.4915,-151.2353,Kenai,small_airport
0AK0,64.3921,-146.8618,Salcha,small_airport
0AK1,61.6170,-149.3209,Wasilla,small_airport
0AK2,61.7256,-150.6786,Willow,small_airport
0AK3,62.0359,-150.4940,Montana Creek,small_airport
0AK5,61.3554,-142.7318,May Creek,small_airport
0AK6,61.8011,-147.9452,Victory Bible Camp,small_airport
0AK7,59.7760,-150.9633,Homer,small_airport
0AK9,61.3326,-150.0590,Point Mackenzie,small_airport
0AL0,34.6884,-86.5889,Huntsville,heliport
0AL1,30.4439,-87.6569,Foley,small_airport
0AL2,33.2750,-85.8333,Ashland,heliport
0AL3,31.4306,-86.9403,Evergreen,heliport
0AL4,34.4421,-85.7558,Fort Payne,heliport
0AL5,31.0322,-87.2528,Flomaton,small_airport
0AL6,31.1272,-87.0733,Brewton,heliport
0AL7,34.0083,-85.9653,Gadsden,heliport
0AL8,33.4639,-86.7731,Birmingham,heliport
0AL9,34.8505,-87.6335,Florence,small_airport
0AR0,36.1815,-94.1373,Springdale,heliport
0AR2,35.1885,-90.3036,Crawfordsville,small_airport
0AR4,36.4093,-94.4600,Gravette,heliport
0AR5,35.8362,-90.7018,Jonesboro,heliport
0AR6,34.4815,-93.0310,Hot Springs,heliport
0AR8,33.9488,-93.8802,Nashville,heliport
0AR9,36.4001,-93.7435,Eureka Springs,heliport
0AZ0,33.4812,-112.0398,Phoenix,heliport
0AZ2,33.7782,-113.6406,Salome,small_airport
0AZ4,32.9823,-112.2870,Maricopa,small_airport
0AZ5,33.8659,-112.6033,Morristown,small_airport
0AZ6,33.4830,-112.0793,Phoenix,heliport
K0B2,44.7637,-68.7678,Brewer,small_airport
K0B7,44.1177,-72.8269,Warren,small_airport
K0C1,39.4878,-94.7805,Dearborn,small_airport
K0C2,41.7709,-88.7034,Hinckley,small_airport
K0C5,43.5757,-85.2842,Canadian Lakes,small_airport
IL22,41.5220,-89.1326,Mendota,small_airport
K0C8,41.5189,-88.6051,Newark,small_airport
0C9,40.6382,-74.9757,Clinton,heliport
0CA2,34.0498,-118.4563,Los Angeles,heliport
0CA3,34.5875,-120.0130,Santa Ynez,small_airport
0CA4,34.6222,-120.0650,Santa Ynez,small_airport
0CA5,33.1431,-116.7450,Santa Ysabel,small_airport
0CA6,32.7494,-116.0161,Ocotillo,small_airport
0CA9,35.5928,-120.3381,Shandon,small_airport
0CD0,38.7452,-108.0480,Delta,heliport
0CD1,40.2611,-103.7963,Fort Morgan,heliport
0CD2,38.6525,-104.2340,Yoder,small_airport
0CD4,40.1463,-104.8870,Denver,heliport
0CD5,37.4905,-104.1440,Model,small_airport
0CD6,39.9708,-105.0874,Lafayette,heliport
0CD7,40.0039,-105.0718,Lafayette,small_airport
0CD8,38.0711,-102.6090,Lamar,heliport
0CD9,39.6031,-105.0910,Littleton,heliport
0CL0,37.1180,-119.9130,Raymond,small_airport
0CL1,34.5694,-117.5560,Adelanto,small_airport
0CL3,32.6335,-116.8906,Jamul,small_airport
0CL4,34.1572,-118.2546,Glendale,heliport
0CL5,33.6706,-117.8580,Irvine,heliport
0CL6,34.6946,-118.2771,Lancaster,small_airport
0CL7,34.0549,-118.2650,Los Angeles,heliport
0CL8,35.5911,-117.6313,Ridgecrest,small_airport
0CL9,33.7411,-117.1510,Romoland,heliport
0CN1,37.4522,-120.7648,Delhi,small_airport
0CN2,39.2286,-121.6883,Live Oak,small_airport
0CO0,40.1816,-105.1248,Longmont,heliport
0CO1,40.0333,-105.1240,Louisville,small_airport
0CO2,38.8519,-106.9283,Crested Butte,small_airport
0CO4,40.5899,-105.0460,Fort Collins,heliport
0CO6,38.2194,-108.2130,Norwood,small_airport
0CO7,40.5855,-105.0400,Fort Collins,heliport
0CO8,40.2083,-105.0130,Mead,small_airport
0CO9,37.6583,-106.0340,Monte Vista,small_airport
0CT0,41.8812,-73.4807,Sharon,heliport
0CT1,41.4848,-72.7562,Wallingford,heliport
0CT2,41.7170,-72.2259,Willimantic,heliport
0CT3,41.6616,-72.7879,New Britain,heliport
0CT4,41.5062,-72.9398,Prospect,heliport
0CT5,41.7745,-72.6990,Hartford,heliport
0CT6,41.5968,-72.7045,Middletown,heliport
0CT7,41.1884,-73.1667,Bridgeport,heliport
0CT8,41.4053,-73.4452,Danbury,heliport
0CT9,41.7545,-72.6787,Hartford,heliport
K0D7,40.7906,-83.8291,Ada,small_airport
MI30,44.9580,-84.9589,Elmira,small_airport
K0E9,40.7547,-93.2424,Corydon,small_airport
0FA0,25.8173,-80.3404,Miami,heliport
0FA1,27.3039,-81.8804,Arcadia,small_airport
0FA2,30.1194,-83.5927,Perry,heliport
60FA,27.0757,-81.0711,Brighton,heliport
0FA5,28.5728,-81.6286,Oakland,seaplane_base
0FA6,26.3984,-81.4147,Immokalee,heliport
0FD0,29.2676,-81.2233,Ormond Beach,small_airport
0FD1,30.2138,-85.8719,Panama City Beach,heliport
0FD2,25.9601,-80.2402,Miami,heliport
0FD3,30.4964,-86.0938,Freeport,small_airport
0FD5,30.8202,-86.3444,Defuniak Springs,small_airport
0FD6,27.9075,-80.4864,Sebastian,seaplane_base
0FD9,30.6521,-86.1094,Defuniak Springs,small_airport
0FL0,26.7078,-81.1755,Clewiston,small_airport
0FL1,27.9381,-82.4604,Tampa,heliport
0FL2,28.7878,-81.1642,Geneva,seaplane_base
0FL3,29.6028,-82.9817,Old Town,heliport
27FA,27.8062,-82.1414,Lithia,small_airport
0FL7,28.6103,-81.4194,Orlando,heliport
0FL8,30.1939,-81.6819,Jacksonville,seaplane_base
0FL9,26.3931,-81.0287,Clewiston,small_airport
K0G0,43.1032,-78.7033,Lockport,small_airport
K0G5,47.8263,-90.3835,Grand Marais,seaplane_base
0GA0,33.3562,-84.3671,Hampton,small_airport
0GA1,34.4779,-82.8971,Hartwell,small_airport
0GA2,34.3779,-82.9457,Hartwell,small_airport
0GA3,33.7701,-85.0608,Temple,small_airport
0GA4,33.8129,-83.5057,Good Hope,small_airport
0GA5,34.4548,-84.2891,Jasper,heliport
0GA6,33.7334,-83.8188,Jersey,small_airport
0GA8,30.8803,-83.4144,Valdosta,small_airport
0GA9,32.7139,-84.0275,Roberta,small_airport
0GE0,33.7821,-84.8008,Douglasville,small_airport
0GE1,31.6655,-83.4471,Irwinville,small_airport
0GE3,34.9047,-85.4597,Wildwood,small_airport
0GE4,33.3314,-84.2667,Sunnyside,small_airport
0GE5,34.5618,-83.7135,Cleveland,small_airport
0GE7,33.5203,-82.3725,Appling,small_airport
0GE9,32.6939,-81.7986,Rocky Ford,small_airport
K0H7,40.4216,-91.7063,Kahoka,small_airport
K0I2,39.4767,-87.0997,Brazil,small_airport
0IA,41.2847,-85.7038,Warsaw,seaplane_base
0IA0,41.3169,-93.0960,Knoxville,heliport
0IA1,42.0583,-94.8683,Carroll,heliport
0IA2,41.7155,-94.9386,Audubon,heliport
0IA4,41.0279,-91.0634,Mediapolis,small_airport
0IA5,40.8722,-93.2627,Millerton,small_airport
0IA7,41.0389,-94.4669,Cromwell,heliport
0IA8,42.2280,-91.7510,Center Point,small_airport
0IA9,40.8334,-91.3001,Middleton,heliport
0ID0,43.6064,-115.1070,Featherville,small_airport
0ID1,42.6412,-114.6050,Filer,small_airport
0ID2,44.4429,-113.7730,May,small_airport
0ID3,43.0758,-115.6730,Mountain Home,small_airport
0ID4,43.0477,-114.4700,Shoshone,small_airport
0ID5,43.0531,-116.4620,Oreana,small_airport
67ID,45.1738,-113.8914,Salmon,heliport
0ID7,43.2303,-116.7632,Murphy,small_airport
0ID8,45.7757,-116.1805,Grangeville,small_airport
0ID9,46.7853,-116.4711,Helmer,small_airport
0II0,40.2584,-85.2533,Albany,small_airport
0II2,41.4573,-86.1244,Bremen,small_airport
0II5,40.6595,-86.8572,Chalmers,small_airport
0II7,39.7956,-85.7861,Greenfield,small_airport
0II8,41.3248,-87.4759,Lowell,small_airport
0II9,39.5326,-86.5767,Martinsville,small_airport
0IL0,38.0867,-88.5389,Mc Leansboro,heliport
0IL1,41.8609,-87.8364,Broadview,heliport
0IL2,38.8031,-88.9978,Alma,small_airport
0IL4,41.8187,-88.0077,Downers Grove,heliport
0IL5,41.2219,-89.9478,Kewanee,heliport
0IL6,41.9606,-88.7218,DeKalb,heliport
0IL7,39.7829,-88.5467,Hammond,small_airport
0IL9,41.8537,-88.7865,DeKalb,small_airport
0IN1,38.5000,-87.5959,Decker,small_airport
0IN2,40.8278,-85.0861,Tocsin,small_airport
0IN4,41.1274,-84.9533,New Haven,small_airport
0IN5,38.3294,-86.0334,Byrneville,small_airport
0IN9,37.9932,-87.9485,Mount Vernon,small_airport
0IS0,41.4811,-90.5714,Rock Island,heliport
0IS2,42.0931,-87.8526,Glenview,heliport
0IS3,41.6601,-89.6944,Rock Falls,small_airport
0IS6,37.3656,-89.1636,Dongola,heliport
0IS8,39.9360,-91.3987,Quincy,heliport
0IS9,41.7084,-89.2029,West Brooklyn,heliport
K0J0,31.6001,-85.2384,Abbeville,small_airport
K0J8,29.6190,-82.5088,Archer,small_airport
0JY9,38.4224,-83.7526,Flemingsburg,heliport
K0K6,36.1797,-95.5804,Inola,small_airport
0KS0,38.6333,-95.9253,Osage City,small_airport
0KS4,38.8072,-95.3701,Lawrence,small_airport
0KS5,38.4507,-98.7976,Great Bend,small_airport
0KS7,37.6928,-97.8864,Cheney,small_airport
0KS8,37.3825,-95.3747,Parsons,small_airport
0KS9,37.5159,-96.9198,Douglas,small_airport
0KY0,38.6228,-84.7789,Owenton,small_airport
0KY1,36.7656,-86.6183,Franklin,small_airport
0KY4,37.5644,-87.0819,Owensboro,small_airport
0KY5,36.8123,-86.3774,Alvaton,small_airport
0KY7,36.6361,-88.9986,Clinton,small_airport
K0L4,37.4909,-117.1888,Goldfield,small_airport
1A8,37.7221,-117.2364,Goldfield,small_airport
K0L6,31.9238,-92.6461,Winnfield,heliport
0LA0,30.0035,-93.4010,Hackberry,heliport
0LA1,30.2294,-90.9734,Gonzales,small_airport
0LA3,32.7493,-93.8735,Belcher,small_airport
0LA4,32.8641,-93.9890,Vivian,heliport
0LA5,29.2589,-89.9645,Grand Isle,heliport
0LA7,29.2547,-89.9673,Grand Isle,heliport
0LA8,32.2529,-92.7188,Jonesboro,heliport
0LA9,30.5863,-90.8615,Watson,small_airport
0LL0,42.2653,-88.7278,Belvidere,small_airport
0LL1,39.0942,-90.3134,Jerseyville,small_airport
0LL2,40.7389,-90.3807,St. Augustine,small_airport
0LL3,39.0550,-90.3421,Jerseyville,small_airport
0LL4,41.4196,-89.1214,La Salle,small_airport
0LL5,40.1100,-88.0784,St Joseph,small_airport
0LL6,41.6984,-88.6076,Sandwich,small_airport
0LL7,41.6580,-88.6213,Sandwich,heliport
0LS0,29.7497,-90.7358,Thibodaux,small_airport
0LS3,29.2967,-89.3744,Venice,heliport
0LS5,30.3038,-92.1305,Carencro,small_airport
0LS6,30.7877,-92.0504,Morrow,small_airport
0LS7,30.6128,-91.4842,New Roads,small_airport
0LS8,30.2858,-92.9413,Woodlawn,small_airport
0LS9,32.5136,-91.9866,Monroe,small_airport
0MA1,42.3637,-71.0691,Boston,heliport
0MA2,42.5409,-71.7628,Leominster,heliport
0MA3,41.7862,-71.2314,Rehoboth,heliport
0MA4,42.3338,-71.0714,Boston,heliport
0MA5,42.0559,-71.0559,Brockton,heliport
0MA6,42.3651,-71.1326,Boston,heliport
0MA9,42.5031,-71.9084,Westminster,heliport
0MD0,39.1376,-76.6233,Glen Burnie,heliport
0MD1,39.1873,-75.7927,Sudlersville,small_airport
0MD2,38.2878,-76.8676,Newburg,small_airport
0MD4,39.2668,-76.1872,Chestertown,small_airport
0MD6,39.3812,-77.1058,Mount Airy,small_airport
0MD7,38.9093,-76.1197,Queenstown,heliport
0MD8,39.2459,-76.6761,Arbutus,heliport
0MD9,38.5608,-76.5960,Prince Frederick,heliport
0ME4,44.7425,-68.4744,Otis,small_airport
0ME7,43.8397,-70.4620,North Windham,seaplane_base
K5M6,44.1403,-84.4375,Gladwin,small_airport
0MI3,44.6334,-84.4834,Grayling,small_airport
0MI4,46.2702,-87.3865,Gwinn,small_airport
0MI6,46.3875,-85.1840,Hulbert,small_airport
0MI7,42.0430,-83.3589,Carleton,heliport
0MI8,44.8941,-84.2978,Lewiston,small_airport
0MI9,42.3675,-83.0844,Detroit,heliport
0MN0,44.7969,-92.9841,St Paul Park,seaplane_base
0MN2,46.1333,-93.0030,Sandstone,seaplane_base
0MN3,46.6778,-94.2925,Jenkins,seaplane_base
0MN4,46.4772,-94.3031,Nisswa,seaplane_base
0MN7,47.8991,-91.8730,Ely,heliport
0MN8,44.7647,-95.6254,Granite Falls,small_airport
0MO0,38.4103,-93.8502,Clinton,small_airport
0MO1,38.5465,-94.0966,La Tour,small_airport
0MO2,37.7867,-90.7801,Caledonia,small_airport
0MO4,39.0853,-94.5738,Kansas City,heliport
0MO5,40.1334,-92.1002,Edina,small_airport
0MO7,38.8033,-90.7763,Lake Saint Louis,heliport
0MO8,39.1406,-90.7368,Elsberry,small_airport
0MS0,32.4750,-88.6167,Meridian,small_airport
0MS2,31.5418,-89.3917,Seminary,small_airport
0MS3,34.3478,-89.5190,Oxford,heliport
0MS4,30.3760,-89.0862,Gulfport,heliport
0MS6,30.3013,-89.2345,Pass Christian,heliport
0MS8,33.6954,-91.1635,Benoit,small_airport
0MS9,33.8007,-89.0273,Houston,small_airport
0MT1,47.4975,-112.3910,Augusta,small_airport
0MT2,48.1797,-110.1090,Big Sandy,heliport
0MT3,46.2508,-114.0670,Hamilton,heliport
0MT4,46.2786,-114.1410,Hamilton,small_airport
0MT5,45.6338,-108.8482,Laurel,small_airport
0MT6,48.0376,-114.6745,Marion,small_airport
0MT7,47.6608,-115.4040,Thompson Falls,small_airport
0MT8,48.4867,-113.9980,West Glacier,heliport
0MT9,48.4812,-114.4817,White Fish,small_airport
0MU0,37.2347,-91.0936,Ellington,small_airport
0MU1,37.2467,-94.1739,Avilla,small_airport
0MU2,38.7769,-90.2415,Saint Louis,heliport
0MU3,39.7111,-91.4519,Hannibal,heliport
0MU4,39.6161,-92.8669,Marceline,small_airport
0MU5,38.7197,-93.9944,Holden,heliport
0MU6,39.0733,-93.7359,Higginsville,heliport
0MU7,38.8750,-94.1397,Lone Jack,small_airport
0MU8,37.4387,-89.7590,Millersville,small_airport
0MU9,37.3379,-93.1641,Fair Grove,small_airport
0MY0,44.3339,-92.9433,Kenyon,heliport
0MY1,45.6700,-111.0190,Bozeman,heliport
0N0,39.2911,-94.4422,Liberty,small_airport
K0N4,39.2023,-75.4855,Dover,small_airport
K0N5,39.1482,-75.5035,Dover,heliport
0N6,39.0126,-75.5335,Felton,small_airport
0NA1,46.2454,-97.0382,Barney,small_airport
0NA5,48.0011,-99.5629,Maddock,small_airport
0NA9,46.7500,-103.8010,Golva,small_airport
0NC0,35.3988,-77.9497,Goldsboro,heliport
0NC2,35.2050,-79.4582,Pinehurst,heliport
0NC3,35.8752,-76.6997,Plymouth,heliport
0NC4,35.7868,-78.5858,Raleigh,heliport
0NC5,35.9189,-77.7892,Rocky Mount,heliport
0NC6,36.1313,-77.4189,Scotland Neck,heliport
0NC7,36.3648,-79.9961,Madison,small_airport
0NC8,35.7557,-80.7353,Cleveland,small_airport
0NC9,36.3307,-78.4497,Henderson,heliport
0ND0,47.9292,-99.4004,Flora,small_airport
0ND6,46.0550,-99.9171,Hague,small_airport
0ND7,46.4653,-100.1050,Hazelton,small_airport
0NE0,41.8500,-101.9500,Ashby,small_airport
0NE1,42.4072,-101.9320,Ashby,small_airport
0NE3,40.6761,-96.1815,Syracuse,heliport
0NE4,40.0972,-98.9504,Franklin,heliport
0NE6,40.4333,-98.0706,Fairfield,small_airport
0NH3,43.0925,-71.4550,Hooksett,heliport
0NH7,43.1518,-70.8469,Dover,heliport
0NJ0,39.3590,-74.4347,Atlantic City,heliport
0NJ1,39.9073,-74.2349,Bayville,heliport
0NJ2,40.7529,-74.4399,Morristown,heliport
0NJ3,39.9668,-74.7996,Mount Holly,heliport
0NJ4,40.9407,-74.4615,Morris Plains,heliport
0NJ5,40.8859,-74.7057,Netcong,small_airport
0NJ6,39.3168,-74.6329,Linwood,small_airport
0NJ7,40.7378,-74.1187,Newark,heliport
0NJ8,40.7023,-74.1507,Newark,heliport
0NJ9,40.4773,-74.4079,New Brunswick,heliport
0NK0,42.3340,-78.7909,Cattaraugus,small_airport
0NK1,43.3617,-76.2202,Central Square,small_airport
0NK2,42.9834,-74.0162,Charlton,small_airport
0NK3,42.6957,-77.7925,Groveland,small_airport
0NK4,40.7265,-73.5528,Hempstead,heliport
NY92,42.4384,-76.0893,Marathon,small_airport
0NK7,41.1028,-73.7251,Armonk,heliport
0NM0,31.8239,-107.6299,Columbus,small_airport
0NM7,33.5279,-108.5410,Reserve,small_airport
0NV1,36.1819,-115.3165,Las Vegas,heliport
0NY0,43.6930,-73.9780,North Creek,small_airport
0NY1,43.1392,-73.6532,Northumberland,small_airport
0NY2,41.2310,-74.0474,Stony Point,heliport
0NY3,43.3140,-74.9321,Ohio,small_airport
0NY4,41.9827,-73.9632,Kingston,heliport
0NY6,42.9288,-76.6157,Auburn,heliport
0NY7,43.0266,-74.1771,Amsterdam,small_airport
0NY8,42.9973,-74.2454,Perth,small_airport
0O0,37.0583,-121.1260,Los Banos,seaplane_base
K0O4,39.9446,-122.1709,Corning,small_airport
0O9,41.8457,-123.9850,Gasquet,small_airport
0OA2,41.1370,-81.8367,Medina,heliport
0OH1,41.4439,-81.3276,Chagrin Falls,heliport
0OH3,39.2792,-84.5647,Forest Park,heliport
0OH4,40.0856,-84.2286,Troy,heliport
0OH6,39.6006,-84.0197,Spring Valley,small_airport
0OH8,40.1884,-84.2561,Piqua,small_airport
0OI0,40.7359,-81.2468,East Canton,heliport
0OI2,39.3598,-83.4177,Greenfield,small_airport
0OI3,41.3821,-82.7161,Sandusky,small_airport
0OI6,41.8381,-80.6437,Kingsville,small_airport
0OI9,38.8945,-83.1135,Lucasville,small_airport
0OK1,34.6570,-97.4017,Elmore City,small_airport
0OK3,35.6145,-98.5344,Geary,small_airport
0OK4,34.6606,-96.2536,Coal Gate,small_airport
0OK5,35.8889,-97.4003,Guthrie,small_airport
0OK6,35.8017,-97.3861,Guthrie,small_airport
0OK7,36.2500,-99.8754,Shattuck,heliport
0OR0,42.3388,-122.8628,Medford,heliport
0OR2,42.1332,-123.4510,Merlin,heliport
0OR3,42.0190,-121.7040,Merrill,small_airport
0OR4,44.6165,-121.2680,Metolius,heliport
0OR6,42.8340,-117.6290,Jordan Valley,small_airport
0OR7,44.8540,-123.2640,Monmouth,small_airport
0OR8,42.4846,-122.8664,White City,small_airport
0OR9,45.5926,-121.5490,Mount Hood,small_airport
0P1,39.8321,-99.5688,Prairie View,small_airport
K0P2,39.7952,-76.6477,Stewartstown,small_airport
3PA2,40.3312,-75.2481,Hilltown,small_airport
0PA1,40.1182,-75.4013,Norristown,heliport
0PA2,40.3168,-77.1247,Shermans Dale,small_airport
0PA3,41.7473,-76.7606,Troy,small_airport
0PA4,40.2376,-76.7247,Hummelstown,small_airport
0PA5,41.4945,-79.8309,Franklin,small_airport
0PA6,40.6309,-77.8503,Huntingdon,small_airport
0PA8,41.3999,-75.6467,Scranton,heliport
0PA9,40.3334,-75.2163,Perkasie,heliport
0PN0,41.4419,-80.1554,Hadley,small_airport
0PN1,40.6994,-79.6189,Freeport,seaplane_base
0PN2,41.0731,-80.0703,Slippery Rock,small_airport
0PN3,40.1587,-75.4634,Collegeville,heliport
0PN4,40.4129,-77.2414,New Bloomfield,small_airport
0PN5,41.7792,-79.5984,Spartansburg,small_airport
0PN6,40.1690,-77.9925,Three Springs,small_airport
0PN7,40.1283,-77.6314,Newburg,small_airport
0PN8,41.6064,-79.6842,Titusville,small_airport
0PS0,41.3709,-79.3417,Tylersburg,small_airport
0PS3,40.4904,-76.7666,Carsonville,small_airport
0PS4,41.0097,-78.5618,Curwensville,small_airport
0PS5,40.8793,-75.1927,East Bangor,heliport
0PS6,39.9495,-76.5533,East Prospect,heliport
0PS7,40.5224,-76.8463,Elizabethville,small_airport
0PS8,42.1326,-80.0862,Erie,heliport
0PS9,40.1827,-74.8680,Fairless Hills,heliport
0Q3,38.2235,-122.4500,Schellville/Sonoma,small_airport
0Q4,36.5816,-119.6580,Selma,small_airport
0Q9,38.2577,-122.4340,Sonoma,small_airport
0R2,38.4039,-93.3330,Lincoln,small_airport
0R7,31.9907,-93.3074,Coushatta,small_airport
K0S1,47.8480,-113.4168,Hungry Horse,small_airport
0S5,46.2386,-116.2386,Nezperce,small_airport
0SD0,45.4250,-100.8920,Glencross,small_airport
0SD1,42.9720,-96.9799,Wakonda,small_airport
0SD2,44.9111,-97.1195,Watertown,heliport
0SD3,45.2694,-103.2170,Hoover,small_airport
0SD4,44.3071,-96.7654,Brookings,heliport
0SD5,43.8064,-103.6370,Custer,heliport
0SD7,43.5243,-101.7347,Wanblee,small_airport
0SD8,43.7828,-100.2930,Vivian,small_airport
0SD9,43.8250,-103.6360,Custer,heliport
0TA0,29.3950,-94.9864,Texas City,heliport
0TA2,34.2137,-101.9233,Halfway,small_airport
0TA4,32.4979,-96.2705,Kaufman,small_airport
0TA5,29.6147,-95.3549,Houston,heliport
0TA7,30.1532,-103.8998,Marfa,small_airport
0TA9,29.3911,-94.7641,Port Bolivar,heliport
0TE0,29.6930,-101.1620,Comstock,small_airport
0TE1,27.7801,-97.4148,Corpus Christi,heliport
0TE2,32.8001,-97.1670,Hurst,heliport
0TE4,31.0810,-96.2152,Hilltop Lakes,small_airport
0TE5,27.4338,-99.1859,Laredo,small_airport
0TE6,32.2043,-98.6656,Gorman,small_airport
0TE7,30.2518,-98.6225,Stonewall,small_airport
0TN0,35.6767,-86.8967,Spring Hill,small_airport
0TN1,35.2223,-86.2200,Tullahoma,seaplane_base
0TN2,35.6559,-84.1855,Greenback,small_airport
0TN3,35.9176,-84.1002,Knoxville,heliport
0TN4,35.9912,-83.9273,Knoxville,heliport
0TN5,35.8677,-86.4979,Murfreesboro,small_airport
0TN6,36.1834,-84.0991,Norris,small_airport
0TN7,35.9236,-84.0911,Knoxville,heliport
0TN8,35.0492,-85.2905,Chattanooga,heliport
0TN9,35.9562,-83.9382,Knoxville,heliport
0TS1,33.0987,-97.2725,Justin,small_airport
0TS4,30.0917,-96.7941,Ledbetter,small_airport
0TS5,30.4419,-95.1863,Cleveland,small_airport
0TS6,29.7161,-95.4769,Houston,heliport
0TS7,32.8346,-98.1257,Mineral Wells,small_airport
0TS8,26.1504,-97.8836,Mercedes,small_airport
0TX0,32.4196,-97.7128,Granbury,small_airport
0TX1,32.3533,-97.6762,Granbury,small_airport
0TX2,32.7626,-97.0586,Grand Prairie,heliport
0TX3,32.1664,-94.3461,Carthage,heliport
0TX4,32.7117,-97.0272,Grand Prairie,heliport
0TX5,33.0234,-97.1206,Flower Mound,heliport
0TX6,29.5052,-97.9969,Seguin,small_airport
0TX8,31.2524,-96.6348,Kosse,small_airport
0TX9,33.2501,-96.1169,Greenville,small_airport
